JobSalesDetails
SalesDetails_ID,Job_ID,User_ID
13,Robin Hernandez,http://www.mcdonald.com/,julia37@gmail.com,7717354807,4,,
14,Steven Drake,https://www.davis.com/,qmcpherson@yahoo.com,001-472-321-2564x4320,1,,
15,John Guzman,http://lawrence.com/,dorseyangela@gmail.com,394.572.1280x159,3,,
16,Brett Clements,https://allen.com/,greenemily@gmail.com,(615)607-1544,3,,
18,Megan Skinner,http://berg.info/,ksanders@briggs-montoya.com,513-918-3568,2,,
23,Mark Johnson,https://morris.com/,zamorapamela@hotmail.com,036-209-4647x062,1,,
24,Stephanie Woods,http://www.jackson.com/,walteroneill@hotmail.com,(982)137-3601,4,,
25,Jasmin Richards,https://mathews.info/,noblekrystal@levy-ewing.com,176-794-2595x1544,4,,
26,Jason Hayes,http://www.elliott.biz/,robertreid@anderson.com,399-541-3789x9089,3,,
27,Jeffery Lynn,http://blackwell.com/,richard92@gmail.com,771.801.6499x18668,4,,
28,Gregory Thomas,https://www.chandler.com/,jason09@gutierrez.com,+1-971-372-8534,3,,
29,Brenda Gibbs,http://www.watson-miller.com/,isaacferrell@hotmail.com,630.719.1890x64685,3,,
30,Erik Bullock,https://www.barton.com/,hamiltonbrian@scott.com,001-518-839-2953x665,3,,
31,Daniel Miles,http://www.pacheco.com/,aprilsmith@yahoo.com,671-062-6983x42314,4,,
33,Suzanne Blake,http://neal.com/,rebeccasmith@nguyen-johnson.org,001-493-473-4997x960,3,,
34,Robert Bryant,http://www.caldwell.com/,pacekristine@yahoo.com,1046254768,3,,
36,Brandon Ochoa,https://myers-phillips.org/,jbraun@yahoo.com,620-687-4296x625,4,,
37,Barbara Garrison,https://meyers.info/,joneslorraine@chen-hopkins.net,1318037237,1,,
38,Diana Contreras,http://www.sutton.biz/,clarkedavid@robertson.org,+1-501-869-8723,3,,
40,Christopher Henderson,https://campbell-case.com/,shannon60@hernandez-kelly.com,9131861579,3,,
41,Kevin Hill,http://www.hicks.com/,laura35@davis.org,919.313.8535x30379,2,,
42,Rebecca Mccoy,https://savage.com/,yjohnson@yahoo.com,796.352.9319,1,,
43,Jamie Russell,http://www.brady.com/,hhale@lopez.com,+1-872-377-0912x301,4,,
44,Kevin Herring,http://www.sanchez.com/,whiteoscar@miller-english.com,001-959-969-4213x3839,4,,
46,Eric Valencia,https://www.fox.net/,sandra98@hernandez.com,001-167-460-3375x89880,3,,
47,Tyler Good,http://www.clark.com/,james48@gmail.com,+1-688-359-0360,3,,
48,Jeremy Williams,https://curry.com/,wboyer@sims-davis.net,001-895-469-1255,2,,
50,Manuel Castro,https://rich.com/,lewiskelly@miller.com,339-938-6911x445,1,,
Client
Client_ID,ClientName,Address,City,State,Zip,Email,Phone,NumJobs,DeletedAt
1,Jerry Torres,378 Nathaniel Drives Apt. 062,Lake Rachelland,MT,18556,shannonacevedo@young-smith.org,+1-440-123-1369,1,
2,Trevor Caldwell,32970 Macdonald Oval,Emilyport,GA,30306,cynthia62@gmail.com,(823)581-7877x430,1,
3,Heather Contreras,6916 Casey Shoal,South Donaldmouth,NE,27571,ryanleonard@yahoo.com,001-435-434-6276,1,
4,Nancy Palmer,478 Patrick Neck Suite 423,Aliciamouth,SC,38956,adavis@hotmail.com,+1-556-250-0859x4040,1,
5,Timothy Gibson,11037 Dawn Mission Apt. 257,Bishopside,AR,82136,gonzalezjonathan@mack.info,703.214.5453,1,
6,Rachel Jordan,1325 Karen Passage Apt. 535,Jasontown,TN,68233,fordtracey@valdez.info,001-506-750-8219,1,
7,Shaun Mcmahon,8083 Salinas Mews Apt. 544,Curtisfort,PA,43734,dmorgan@miller.com,981-351-7905x0728,1,
8,Danielle Ray,133 Roth Shores Suite 759,Romanton,CT,03627,bishopnicole@hotmail.com,729-689-8312,1,
9,Michael Chapman,52451 Jones Isle Suite 542,West Scottberg,FL,71265,hessernest@ingram.com,479-976-6610x70932,1,
10,Michelle Gilbert,12956 Hall Crossroad,Lake Jaclyn,TX,66898,robertwilliams@yahoo.com,418-961-0241,1,
11,Maria Johnson,3998 Karen Bypass,Warrenmouth,WV,25669,campbellsean@yahoo.com,006.501.8643,1,
12,Raymond Jones,094 Webster Bridge Apt. 099,New Douglas,PA,78311,vsmith@atkins-mosley.biz,(985)055-1869x15123,1,
13,Kimberly Torres,558 Carrillo Stream Apt. 838,Port Dianeport,MT,56146,xlawson@hotmail.com,248.269.3857,1,
14,Gregory Vasquez,5041 Nancy Oval Apt. 823,Amytown,HI,90233,rhall@yahoo.com,815-504-8467,1,
15,Jessica Beltran,468 Tommy Corner Suite 614,Lake Donald,WI,31371,barnettmary@hotmail.com,+1-710-217-7472x595,1,
16,Luke Williams,93522 Monica Trail,Piercefort,TX,41016,nlivingston@gmail.com,217-017-3118,1,
17,Michael Huerta,50038 Lee Flats,Kevinchester,OK,18457,devon31@gmail.com,(827)877-6455,1,
18,Ronald Harris,236 Luis Landing Apt. 153,Lloydfort,PA,11705,wadewayne@moody.com,112.418.6029x7780,1,
19,Russell Jackson,73852 Snyder Manor Suite 281,Jimmystad,TX,93252,martinryan@gmail.com,(406)922-1758,1,
20,Bobby Smith,8424 Ray Dale Suite 851,South Nicholas,AL,39592,williamskevin@yahoo.com,+1-251-194-2686x1373,1,
21,Jon Briggs,230 White Valleys Apt. 212,Juliahaven,DC,46984,bholt@gmail.com,+1-274-146-3909,1,
22,April Harris,0302 Aaron Causeway,Jeremyberg,CT,23061,aaronzimmerman@cooper.com,214-476-7371x4021,1,
23,Charlene Dixon,98981 Danielle Orchard,Carpenterport,GA,57975,mathisbrandon@gmail.com,3095758197,1,
24,Mark Powell,66304 White Skyway Apt. 259,Simmonsstad,WY,86883,tylerbarrett@barnes-white.com,614.296.2413,1,
25,Cheyenne Brewer,236 Peter Ranch Suite 341,East Ebonyland,TN,56759,amandajoseph@yahoo.com,608.533.3646x57665,1,
26,Nicole Gray,2408 Fields Lakes,Jenniferberg,WI,00912,jason40@wilson.com,(050)554-8459x4347,1,
27,Sandra Hale,212 John Islands,New Amanda,NM,43710,cmyers@henry.net,(062)092-2636,1,
28,Edward Carter,967 Lynn Street Suite 492,North Theodoreside,KS,69010,thomascarlos@hotmail.com,474.047.6031,1,
29,Robert Kemp,15137 Knight Estates Apt. 599,Adkinsland,WA,56241,jbowen@yahoo.com,913.484.1217x11692,1,
30,Nicholas Oconnell,7716 Brian Turnpike,New Rachelburgh,VT,79009,ihoffman@hotmail.com,515.175.9793x2025,1,
31,Kathleen Nguyen,6605 Luke Throughway Suite 450,Toddfort,DC,88658,adrian05@hudson-perry.biz,(471)354-8397x1737,1,
32,Samantha Hawkins,7144 Diaz Meadows Apt. 876,South Alec,HI,63838,ealexander@yahoo.com,001-367-558-7051x231,1,
33,Jeffrey Benitez,54084 Amber Ridge Suite 926,South Alexander,AR,92949,elizabethfitzgerald@brown.com,+1-238-954-0091x728,1,
34,Devin Little,3666 Martinez Gateway,South Olivia,NE,37159,kelly40@watson.com,957-125-0557x017,1,
35,Joel Estrada,65571 John Ranch Suite 324,West Timothyshire,GA,02873,ashley36@yahoo.com,567-329-1476x63283,1,
36,Jennifer Hernandez,972 Jake Alley,Mccoyburgh,MI,65111,elizabethnguyen@hotmail.com,+1-901-325-4857x175,1,
37,Anthony Lopez,358 Morrison Crest Apt. 270,Johnsonmouth,IA,25776,hcox@hernandez.com,001-344-856-9545x0840,1,
38,Billy Burns,526 Graves Drives Apt. 545,New Paul,AL,42840,stevenschristopher@lopez.com,751-181-5836x7405,1,
39,David Gordon,273 Elizabeth Meadow Suite 862,Lake Stevenstad,RI,90889,juliemurphy@smith.com,001-261-144-4238x30258,1,
40,Dennis Perez,7538 Clark Square Suite 106,West Scott,OK,97872,juanvazquez@hotmail.com,+1-909-819-2450x934,1,
41,Amanda Franklin,75290 Smith Pine,Loganberg,AL,71722,mitchellsean@singh-campbell.biz,(264)295-8600x89249,1,
42,Louis Dunn,975 Walker Ports Suite 113,Jenniferview,UT,66142,raykathleen@smith.net,864.336.8868,1,
43,Tammy Stewart,7345 Bell Isle Apt. 915,South Regina,OR,87462,christy51@thomas-mitchell.com,(566)699-7956x4263,1,
44,Carla Smith,5976 Miranda Burgs,New Thomas,DE,19918,matthew39@copeland.com,133-548-3573,1,
45,Jacqueline Hill,364 Kirby Landing Suite 587,West Maryland,AL,86699,dholloway@carroll.com,+1-684-856-7030x266,1,
46,Steve Riley MD,63423 Medina Extension,Heidiburgh,PA,01496,kylegray@gmail.com,952.207.6392x387,1,
47,Vanessa Mcmillan,005 Hickman Underpass Apt. 269,New Mariahbury,MI,20372,xlewis@gmail.com,001-239-938-5340x91185,1,
48,Lauren Bowen,4304 Willis Springs Suite 179,Robinsonstad,MI,11809,allenamanda@hernandez.biz,824-996-6415x64179,1,
49,Todd Gray,43087 Mary Locks,Cathyberg,SD,81271,john57@yahoo.com,403.455.6431,1,
50,Victoria Arnold,9444 Justin Circles Suite 558,Jadehaven,PA,49861,uwalls@hotmail.com,912-321-1274x35888,1,
Users
User_ID,Name,Role_ID,Address,City,State,Zip,Phone,Email,DeletedAt
1,Jonathan Mccullough,3,94326 Washington Terrace Suite 127,Victoriaton,ME,79991,898-733-6683,belindamckee@hotmail.com,
2,Michael Franklin,2,4829 Michele Pines,Lisastad,AR,45836,+1-925-113-5169x95581,amelendez@turner.biz,
3,Gabriel Moore,1,809 Anderson Route,West Courtney,MS,10921,318.093.3090x1752,phuynh@hotmail.com,
4,Ashlee Montoya,2,701 Kimberly Crossing Suite 044,Tonyaside,AL,75306,001-575-578-4969x893,qparker@nguyen.com,
5,Chris Brown,3,43729 Brown Falls,North Leslieland,WY,67366,001-752-696-8763x30058,emccall@yahoo.com,
6,Linda Obrien,2,16038 Jennifer Creek,Robertberg,FL,81019,319.856.3840x241,cathy85@hotmail.com,
7,Kristy Harris,2,10281 Cunningham Rapids,Melissaland,IL,75248,914.772.9559x2870,cadams@hotmail.com,
8,Melissa Lindsey,1,391 Ramos Groves,Collinsshire,VA,50654,001-235-888-2149,sotowilliam@gmail.com,
9,Douglas Petty,1,522 Scott Villages Suite 969,East Hector,AL,63511,8774336271,rhonda96@jackson.com,
10,Rachel Vance,4,636 Sims Alley,South Timothy,OH,99606,079-930-2185x34058,johnstonmichele@yahoo.com,
11,Matthew King,2,862 Susan Mission,Justinmouth,FL,04385,(921)114-5553x4494,gking@hotmail.com,
12,Stephen Hall,2,38617 Thomas Spurs Suite 010,Port Angelaland,OK,83439,(733)550-4514x323,kevin63@gmail.com,
13,John West,1,19602 Hall Valley Apt. 222,New Jason,IA,18904,+1-807-283-8169,jeremyhowell@buckley-west.net,
14,Cheryl Evans,3,539 Nicholas Crossroad Apt. 519,Lake Teresaborough,WI,58235,+1-982-738-3590,shannon85@bruce.info,
15,Chad Barton,4,49102 Davis Orchard,New Kristenfurt,DE,51358,651-333-9247,richardswanson@williams-martin.net,
16,Nancy Thomas,3,253 Jocelyn Trail,Pooleborough,WI,47907,001-532-362-0759,oking@lewis.org,
17,Kristie Wilkinson,2,253 Rodriguez Center Suite 486,Lake Scottburgh,TX,55571,001-152-495-6844x0386,lglenn@yahoo.com,
18,James Perez,1,19449 Tracy Parkway,Lindsayhaven,ME,60614,(965)073-3968x508,ricedanny@hotmail.com,
19,Vicki Carr,3,1811 Munoz Meadow Apt. 070,Port Shellymouth,OK,15903,(647)650-5827,teresalawrence@gmail.com,
20,Ashley Gutierrez DDS,4,286 Chen Mills Apt. 312,Port Sandraburgh,OK,51558,306.681.4401x58530,williamdunn@mooney.com,
21,Mary Walker,1,8156 Love Isle Suite 926,Josephton,NH,52219,001-919-021-9641x2241,tsmith@lewis-davis.info,
22,Hailey Alexander,2,1704 Stephenson Passage,Kathleenport,ND,72005,974-097-9222x60072,jjones@hill.com,
23,Rachel Kelly,4,303 Gregory Harbor,New Brian,KY,20004,6800959145,owensmiranda@mason.com,
24,Mary Murphy,4,409 Timothy Field Apt. 824,Cantuton,MD,68804,883.117.8486,jarnold@rivera.info,
25,Lisa Phillips,3,322 Munoz Centers,Lewisville,AR,25190,079-372-8161x125,masonjohnson@branch.org,
26,Michelle Ray,3,9683 Newton Circles,Lake Elizabeth,KS,79232,001-049-582-3753x30643,christina16@gmail.com,
27,Kyle Moore,4,415 Calvin Harbors,North Jim,ID,55411,518-364-9471,eshepherd@james.biz,
28,Scott Padilla,1,95639 Zachary Alley Suite 247,Stephaniemouth,CA,54119,0835625862,ashley23@velez.com,
29,Arthur Barton,3,845 Shelton Garden,Lake Rhondaborough,NJ,90543,360-907-1447,philliporozco@hotmail.com,
30,Brian Curry,4,2555 Amy Pass,Thomashaven,AK,92897,604.461.4676x55683,lori32@vega.com,
31,Monica Jones,4,4878 Morrison Road Suite 560,Lisamouth,MI,39611,+1-211-625-4891x783,morenojoshua@blankenship.com,
32,James Perez,1,44428 Bishop Bypass,Hubbardfurt,ND,18423,(976)372-5927x5584,josephhill@hotmail.com,
33,Jessica Logan,1,2072 Richard Rest,North Miranda,NJ,38710,+1-277-462-6427x915,dvega@hotmail.com,
34,Michael Gibson,3,592 Mckinney Shore,Christopherville,MA,25699,763-375-0750,yjones@gmail.com,
35,Emily Pittman,2,69405 Williams Ville,Port Pamela,IA,15477,957.025.0316,harperjustin@smith-rodriguez.com,
36,Alexander Garner,2,4835 Harrington Square,West Danielle,PA,56719,(773)042-3836,pcox@hotmail.com,
37,Jennifer Bass,2,865 Tracy Brooks,Fryborough,MT,98177,4794840721,wlawrence@lyons-baker.com,
38,Douglas Spencer,2,73864 Breanna Lodge,Barnesside,KY,40397,064-055-2326,robertsrebecca@yahoo.com,
39,Mark Bennett,1,790 Barbara Course,Mariaborough,FL,75913,+1-460-474-7750,wagnertracy@gmail.com,
40,Jonathan Jones,2,9832 Morales Locks,Michellefort,ME,24824,(305)946-5437,joseph35@murray.com,
41,Robert Higgins,2,23189 Jones Squares Suite 131,Lake Elizabethland,ID,44812,0613125606,kimberlyhines@frost.com,
42,Monica Davis,1,2852 Bryan Springs Suite 655,Taylorburgh,WA,37412,+1-669-944-3805,james15@lynch-vargas.com,
43,Samantha Guerrero,4,551 Jacob Villages,New Sandraberg,MS,03123,581-764-8333,johnphillips@martin.biz,
44,Mitchell Underwood,3,967 Diane Springs Apt. 407,Daltonborough,OK,74806,(257)920-6328x444,ramirezzachary@yahoo.com,
45,Tamara Schaefer,4,8887 Ruiz Plains Apt. 576,West Kenneth,OR,22783,129.196.9729x9356,bettyjones@gmail.com,
46,Alexander Anderson,2,5119 Stephanie Mall,Port Andre,WV,51339,+1-671-036-7074x298,wellssergio@graham.com,
47,Charles Davidson,3,8705 Courtney Junction Apt. 906,South Jamesshire,SC,82447,001-970-796-7756x21403,qhenry@gmail.com,
48,Shannon Smith,3,817 Renee Roads,Amberfurt,WI,59037,907-667-0192,barberkevin@gmail.com,
49,Michael Jimenez,3,9418 Angela Trail,New Jackie,HI,09292,001-997-226-5773,lauraherman@williams-smith.com,
50,Manuel Joseph,2,30131 Campbell Unions,West Cynthiaport,IL,20080,772.693.3741,xtaylor@hotmail.com,
StatusDefinition
Status_ID,Name,Description
1,Lead,Client has made contact with Company regarding job
2,Accepted,Terms have been negotiated and contract signed
3,Declined,Negotiations did not succeed - job not accepted
4,Cancelled,Job has been permanently cancelled
5,Postponed,Job has been postponed due to some type of emergency
